latitude,longitude,clusterid
40.625484,-73.94374,2
40.823883,-73.89186,1
40.659668,-73.95788,2
40.710506,-73.98634,1
40.716812,-73.99777,1
40.769188,-73.837296,3
40.8307,-73.84445,1
40.761093,-73.82687,3
40.764706,-73.95825,1
40.769012,-73.97287,1
40.697292,-73.793,5
40.84034,-73.88186,1
40.739113,-73.88975,3
40.728992,-73.95744,2
40.741478,-73.92189,3
40.669376,-73.76389,5
40.668785,-73.87758,2
40.75264,-73.93988,3
40.752735,-73.86419,3
40.75335,-73.966545,1
40.66328,-73.898476,2
40.875923,-73.8619,1
40.860306,-73.90949,1
40.622482,-73.997345,2
40.67899,-73.98298,2
40.725124,-73.78447,-1
40.59783,-73.96549,2
40.674114,-73.88975,2
40.803085,-73.91646,1
40.84393,-73.93507,1
40.644665,-74.09767,-1
40.738796,-73.97716,1
40.77057,-73.94853,1
40.7144,-73.73803,-1
40.8812,-73.84372,1
40.83639,-73.91588,1
40.679523,-73.81077,5
40.69251,-73.793846,5
40.69645,-73.90304,2
40.801342,-73.94598,1
40.625484,-74.0762,-1
40.876095,-73.828735,-1
40.587643,-74.16053,-1
40.80396,-73.94828,1
40.624847,-73.98888,2
40.87684,-73.87335,1
40.8913,-73.8507,1
40.61405,-74.16499,-1
40.87583,-73.88428,1
40.819508,-73.94194,1
40.81008,-73.92311,1
40.742096,-73.86748,3
40.850166,-73.93576,1
40.65036,-73.89417,2
40.662205,-73.803,5
40.64693,-73.892815,2
40.818726,-73.942024,1
40.862614,-73.890114,1
40.63868,-73.91682,2
40.82034,-73.940025,1
40.64856,-73.91524,2
40.71191,-73.78418,5
40.624245,-74.13827,-1
40.66221,-73.90885,2
40.904552,-73.847824,1
40.54653,-74.180435,-1
40.753307,-73.827385,3
40.713676,-74.00675,1
40.553093,-74.142334,-1
40.603134,-73.75527,4
40.724987,-73.82745,-1
40.692,-73.92646,2
40.68704,-73.780525,-1
40.584682,-74.16871,-1
40.747097,-73.88386,3
40.645874,-73.892845,2
40.669243,-73.80679,5
40.828938,-73.84559,1
40.706852,-73.81459,5
40.856606,-73.86835,1
40.66792,-73.94791,2
40.693916,-73.90128,2
40.752098,-73.86705,3
40.65531,-73.97658,2
40.817448,-73.94588,1
40.81304,-73.908165,1
40.69439,-73.86174,-1
40.7449,-73.91836,3
40.747627,-73.782394,-1
40.84088,-73.88751,1
40.583668,-73.94843,2
40.74878,-73.7576,-1
40.789204,-73.78038,-1
40.751545,-73.803795,-1
40.696667,-73.92824,2
40.704025,-73.82428,5
40.82729,-73.942375,1
40.737976,-73.985085,1
40.748783,-73.81279,-1
40.769333,-73.912445,3
40.671257,-73.76562,5
40.791878,-73.945435,1
40.853817,-73.92054,1
40.768276,-73.86524,-1
40.62193,-74.08412,-1
40.625816,-73.93553,2
40.75533,-73.86991,3
40.76313,-73.77576,-1
40.837643,-73.90334,1
40.806847,-73.969734,1
40.741814,-73.770325,-1
40.829773,-73.86877,1
40.815968,-73.90896,1
40.59601,-73.74572,4
40.70525,-73.96662,2
40.694393,-73.96233,2
40.733604,-73.84995,3
40.624878,-73.96418,2
40.671783,-73.9742,2
40.62427,-73.99255,2
40.728065,-73.99896,1
40.858223,-73.88764,1
40.67791,-73.87603,2
40.68996,-73.93753,2
40.88599,-73.82792,1
40.780315,-73.90871,-1
40.75188,-73.77339,-1
40.69354,-73.99943,2
40.641212,-73.96444,2
40.718067,-73.96109,2
40.8387,-73.86372,1
40.603054,-74.00825,2
40.81014,-73.89118,1
40.736683,-73.92568,3
40.737465,-73.919846,3
40.697315,-73.932274,2
40.672382,-73.78574,5
40.877636,-73.84672,1
40.712143,-73.99605,1
40.74939,-73.89466,3
40.797657,-73.931366,1
40.8449,-73.94073,1
40.75843,-73.973076,1
40.885128,-73.90647,1
40.86147,-73.90608,1
40.613197,-73.997314,2
40.671772,-73.93641,2
40.68293,-73.93506,2
40.831375,-73.905685,1
40.69382,-73.94311,2
40.748302,-73.97835,1
40.66119,-73.933586,2
40.83147,-73.90566,1
40.72963,-73.85558,3
40.89238,-73.911316,-1
40.62734,-73.94126,2
40.699818,-73.920135,2
40.611805,-74.10299,-1
40.72304,-73.8563,-1
40.7297,-73.87678,3
40.587563,-73.964676,2
40.70164,-73.938034,2
40.727238,-73.810875,-1
40.813663,-73.931244,1
40.70483,-73.96633,2
40.839676,-73.86387,1
40.585037,-73.95645,2
40.751804,-73.707565,-1
40.69141,-73.72668,-1
40.725117,-73.82189,-1
40.8382,-73.88512,1
40.843857,-73.83044,-1
40.651295,-73.93983,2
40.721466,-73.99026,1
40.71404,-73.8996,2
40.67843,-73.74736,-1
40.712204,-73.73439,-1
40.591022,-73.949844,2
40.71481,-74.01616,1
40.58635,-73.89665,-1
40.728004,-73.80964,-1
40.65814,-74.00356,2
40.664192,-73.87759,2
40.716682,-73.98244,1
40.725708,-73.99656,1
40.632584,-74.00631,2
40.853523,-73.90273,1
40.753784,-73.93203,3
40.68779,-73.820175,5
40.67474,-73.99777,2
40.776997,-73.8148,-1
40.755886,-73.91378,3
40.634964,-73.932076,2
40.73517,-73.71142,-1
40.578644,-73.96802,2
40.868122,-73.882195,1
40.594425,-73.93496,-1
40.634735,-74.11023,-1
40.74347,-74.00724,1
40.764565,-73.91645,3
40.635506,-73.956245,2
40.765755,-73.98193,1
40.686405,-73.92931,2
40.62451,-73.91145,-1
40.630333,-73.91944,2
40.697582,-73.94965,2
40.65692,-73.926094,2
40.683723,-73.96797,2
40.68435,-73.92779,2
40.592968,-73.96786,2
40.82803,-73.934845,1
40.65439,-73.933586,2
40.719112,-73.9792,1
40.73811,-73.973495,1
40.881046,-73.84382,1
40.70922,-73.80045,5
40.818146,-73.89929,1
40.663788,-73.734024,5
40.887547,-73.81512,-1
40.61033,-74.16016,-1
40.595654,-74.08216,-1
40.597378,-73.969635,2
40.803898,-73.95411,1
40.797688,-73.93344,1
40.76213,-73.99548,1
40.66652,-73.73645,5
40.823547,-73.95539,1
40.81813,-73.89101,1
40.743507,-74.0055,1
40.614994,-73.965294,2
40.757668,-73.96651,1
40.766087,-73.99078,1
40.719734,-73.78652,-1
40.767277,-73.98989,1
40.74533,-73.99105,1
40.55598,-74.20959,-1
40.752216,-73.948814,3
40.618534,-74.157135,-1
40.61433,-73.94729,2
40.540184,-74.22359,-1
40.60006,-73.8205,-1
40.764507,-73.88416,3
40.813114,-73.9007,1
40.556408,-74.17353,-1
40.66719,-73.87874,2
40.81307,-73.91998,1
40.727283,-73.93716,2
40.758404,-73.844795,-1
40.73136,-73.95708,2
40.720303,-73.758865,-1
40.71916,-73.941154,2
40.636517,-74.022736,2
40.61498,-73.972015,2
40.63447,-73.94012,2
40.746113,-73.73576,-1
40.63247,-73.941826,2
40.771374,-73.877144,3
40.831017,-73.85226,1
40.74006,-73.789894,-1
40.771286,-73.9467,1
40.70193,-73.90621,2
40.76787,-73.82845,3
40.835037,-73.928185,1
40.70731,-73.804245,5
40.661926,-73.889885,2
40.726433,-73.88945,3
40.714283,-73.8102,5
40.746292,-73.87408,3
40.744118,-73.97328,1
40.725674,-73.7524,-1
40.738113,-73.850624,3
40.89551,-73.863495,1
40.88243,-73.853615,1
40.644657,-73.95664,2
40.721397,-73.95605,2
40.698475,-73.90556,2
40.60741,-73.9659,2
40.63686,-74.16749,-1
40.758633,-73.886894,3
40.57707,-73.962296,2
40.873966,-73.909515,1
40.639225,-74.02896,2
40.736645,-73.70511,-1
40.56746,-74.11277,-1
40.70879,-74.00086,1
40.60377,-73.97228,2
40.708748,-73.81008,5
40.65162,-73.93316,2
40.66931,-73.89568,2
40.862755,-73.901085,1
40.827866,-73.84807,1
40.80376,-73.91965,1
40.717228,-73.746346,-1
40.55237,-74.151855,-1
40.746235,-73.85982,3
40.718803,-73.76596,-1
40.669098,-73.93666,2
40.714077,-73.953804,2
40.845985,-73.884476,1
40.512043,-74.24977,-1
40.693195,-73.81875,5
40.654247,-73.981606,-1
40.647034,-74.015274,2
40.667988,-73.98207,2
40.826244,-73.890915,1
40.72323,-73.989624,1
40.66737,-73.78266,5
40.876434,-73.868095,1
40.63962,-73.95477,2
40.73656,-73.98902,1
40.58979,-74.19329,-1
40.681637,-73.99392,2
40.861588,-73.8912,1
40.587337,-73.81306,-1
40.6326,-74.117386,-1
40.568043,-74.10924,-1
40.680428,-73.867546,2
40.87832,-73.90656,1
40.715504,-73.79447,5
40.85084,-73.78825,-1
40.594524,-73.93401,-1
40.70176,-73.80744,5
40.904716,-73.84533,1
40.75684,-73.810135,-1
40.82745,-73.90115,1
40.604324,-73.89885,-1
40.625893,-73.918945,2
40.765713,-73.90692,3
40.644615,-73.9575,2
40.690346,-73.9603,2
40.62368,-74.028,2
40.70688,-73.92865,2
40.873695,-73.824394,-1
40.64789,-73.91072,2
40.67087,-73.91967,2
40.668724,-73.81082,5
40.75564,-73.99189,1
40.813828,-73.88344,1
40.682343,-73.800835,5
40.669125,-73.80591,5
40.886406,-73.84119,1
40.844715,-73.91228,1
40.6728,-73.75319,5
40.87926,-73.843025,1
40.67864,-73.97352,2
40.62709,-73.94403,2
40.619465,-74.07015,-1
40.713097,-73.95947,2
40.704018,-73.736176,-1
40.54585,-74.164604,-1
40.597828,-73.934654,-1
40.682133,-73.920815,2
40.77105,-73.95674,1
40.590385,-73.789474,-1
40.69406,-73.74953,-1
40.75868,-73.87552,3
40.690086,-73.751205,-1
40.7352,-73.95455,2
40.897507,-73.845436,1
40.82497,-73.81899,-1
40.638584,-73.95376,2
40.65636,-73.93479,2
40.896812,-73.86808,1
40.76661,-73.88644,3
40.708447,-73.800224,5
40.668568,-73.91827,2
40.651123,-73.93424,2
40.628918,-74.12562,-1
40.62801,-73.9911,2
40.730953,-73.858864,3
40.669243,-73.98294,2
40.751972,-73.93197,3
40.62179,-74.11027,-1
40.75759,-73.899185,3
40.81574,-73.95456,1
40.72839,-73.83302,-1
40.78324,-73.97455,1
40.72604,-73.71829,-1
40.75194,-73.832306,3
40.867237,-73.89684,1
40.736336,-73.857574,3
40.69757,-73.81158,5
40.756004,-73.828545,3
40.683655,-73.78266,-1
40.68438,-73.94702,2
40.759327,-73.82597,3
40.865692,-73.89126,1
40.803413,-73.93517,1
40.745457,-73.88857,3
40.70359,-73.74551,-1
40.624477,-73.92168,2
40.699596,-73.7632,-1
40.736465,-73.88045,3
40.8315,-73.888084,1
40.59534,-73.95382,2
40.821507,-73.86204,1
40.74355,-73.73246,-1
40.665245,-73.73709,5
40.727104,-73.80509,-1
40.7791,-73.95463,1
40.81632,-73.903015,1
40.823647,-73.87843,1
40.696648,-73.76175,-1
40.686752,-73.99605,2
40.841026,-73.83468,-1
40.82876,-73.84123,1
40.587017,-73.962975,2
40.683002,-73.883514,2
40.587566,-73.811264,-1
40.71246,-73.96447,2
40.76462,-73.79304,-1
40.665813,-73.991554,2
40.686863,-73.757965,-1
40.63219,-73.938934,2
40.820045,-73.88413,1
40.578823,-73.98628,2
40.645817,-73.90309,2
40.67639,-73.97189,2
40.654133,-73.91234,2
40.577477,-74.10839,-1
40.57951,-73.83811,-1
40.714455,-73.93502,2
40.70719,-73.81873,5
40.63532,-74.02324,2
40.632534,-73.947334,2
40.538532,-74.20048,-1
40.694923,-73.915565,2
40.616035,-73.955795,2
40.76013,-73.87005,3
40.881504,-73.879364,1
40.654488,-73.979034,2
40.81987,-73.81987,-1
40.66488,-73.7471,5
40.77036,-73.90378,3
40.760612,-73.872894,3
40.845154,-73.91196,1
40.668377,-73.92012,2
40.66331,-73.92106,2
40.80222,-73.93398,1
40.610588,-74.01274,-1
40.72811,-73.78065,-1
40.63613,-73.97274,2
40.707222,-73.9127,2
40.607983,-74.17892,-1
40.74376,-73.90003,3
40.750538,-73.893005,3
40.754845,-73.98784,1
40.741516,-73.88369,3
40.716324,-73.77009,5
40.66214,-73.98224,2
40.56444,-74.12676,-1
40.743504,-73.97373,1
40.729652,-74.00221,1
40.66494,-73.99664,2
40.83144,-73.93825,1
40.726948,-73.992966,1
40.70649,-73.95231,2
40.81324,-73.93727,1
40.679405,-73.87206,2
40.657845,-73.89007,2
40.670795,-73.97503,2
40.674515,-73.88706,2
40.76536,-73.82787,3
40.743332,-73.85496,3
40.753456,-73.941414,3
40.640373,-73.89702,2
40.710384,-74.00806,1
40.791985,-73.81722,-1
40.563084,-74.12451,-1
40.711174,-73.772064,5
40.629593,-73.996735,2
40.760372,-73.815094,-1
40.681023,-73.97107,2
40.71738,-73.81854,5
40.502583,-74.24467,-1
40.757294,-73.86363,3
40.640984,-74.01254,2
40.743156,-73.91871,3
40.674824,-73.974365,2
40.631042,-74.13734,-1
40.715668,-73.97907,1
40.75939,-73.98448,1
40.818073,-73.86317,1
40.72424,-74.00219,1
40.747105,-73.92266,3
40.726326,-73.99716,1
40.642727,-73.91749,2
40.71702,-74.00392,1
40.775913,-73.825836,-1
40.850395,-73.9228,1
40.887043,-73.84029,1
40.697758,-73.78352,5
40.897434,-73.86858,1
40.585426,-73.984116,2
40.700092,-73.807526,5
40.682575,-73.985985,2
40.740894,-73.821075,-1
40.7729,-73.92901,3
40.784283,-73.79764,-1
40.759975,-73.8411,3
40.651802,-73.9301,2
40.85729,-73.87086,1
40.716534,-74.00668,1
40.783154,-73.94659,1
40.72537,-73.82366,-1
40.657383,-73.74049,5
40.851105,-73.92845,1
40.741177,-73.79279,-1
40.822346,-73.879616,1
40.604763,-74.02746,-1
40.8468,-73.931854,1
40.847355,-73.93518,1
40.64097,-73.89365,2
40.759727,-73.99169,1
40.815575,-73.95469,1
40.844875,-73.8678,1
40.700874,-73.93317,2
40.619167,-73.91057,-1
40.713055,-74.00723,1
40.70557,-73.93397,2
40.650307,-73.73476,-1
40.71591,-73.912025,2
40.665813,-73.97584,2
40.823845,-73.919426,1
40.69247,-73.92886,2
40.83642,-73.84715,1
40.683624,-73.74345,-1
40.6745,-73.74142,5
40.678978,-73.88771,2
40.645664,-74.00974,2
40.76118,-73.95791,1
40.812138,-73.96636,1
40.84467,-73.8278,-1
40.81663,-73.948235,1
40.74665,-73.8731,3
40.815697,-73.91678,1
40.64289,-74.11386,-1
40.687294,-73.75013,-1
40.884647,-73.82662,1
40.866154,-73.86155,1
40.633278,-74.030014,2
40.86749,-73.88323,1
40.704697,-73.79681,5
40.61394,-73.92053,2
40.761223,-73.941925,3
40.75825,-73.98907,1
40.821613,-73.95465,1
40.81053,-73.96206,1
40.680042,-73.908485,2
40.629208,-74.1139,-1
40.81037,-73.963486,1
40.811096,-73.95235,1
40.809166,-73.942856,1
40.67942,-73.96823,2
40.63469,-74.10624,-1
40.6691,-73.909615,2
40.67511,-73.79571,5
40.67743,-73.87591,2
40.68178,-73.87873,2
40.59415,-74.086586,-1
40.68625,-73.823135,5
40.76132,-73.9171,3
40.638527,-73.87853,-1
40.659977,-73.841095,-1
40.742367,-74.00435,1
40.644974,-73.92099,2
40.6361,-74.00295,2
40.764652,-73.97798,1
40.801796,-73.955124,1
40.704727,-73.89785,2
40.657974,-73.75202,-1
40.661777,-73.85069,-1
40.718094,-73.83651,5
40.756058,-73.94283,3
40.678333,-73.91199,2
40.6711,-73.883575,2
40.638897,-73.96982,2
40.767597,-73.895134,3
40.629627,-73.97407,2
40.815964,-73.88591,1
40.8075,-73.88369,1
40.67137,-73.842995,5
40.82923,-73.90078,1
40.784702,-73.824615,-1
40.66877,-73.93047,2
40.76606,-73.91962,3
40.606457,-73.76098,4
40.65241,-73.90806,2
40.728558,-73.95353,2
40.593124,-73.79148,-1
40.62006,-73.908936,-1
40.815132,-73.886444,1
40.846424,-73.82974,-1
40.832817,-73.867546,1
40.627605,-73.95091,2
40.631058,-73.886635,2
40.642467,-73.916954,2
40.607964,-74.162346,-1
40.63561,-73.94313,2
40.631836,-73.94463,2
40.63172,-74.095924,-1
40.699883,-73.94939,2
40.684376,-73.97407,2
40.629044,-74.0116,2
40.624195,-74.07816,-1
40.667934,-73.933395,2
40.574104,-74.13095,-1
40.603264,-73.98076,2
40.763588,-73.97142,1
40.77022,-73.83055,3
40.827656,-73.8861,1
40.716213,-73.90615,2
40.57548,-73.973236,2
40.600605,-73.93246,-1
40.575233,-74.1081,-1
40.630524,-74.12263,-1
40.730377,-73.73745,-1
40.869495,-73.90791,1
40.773193,-73.91317,3
40.78911,-73.96656,1
40.828957,-73.842064,1
40.771004,-73.905624,3
40.844784,-73.90847,1
40.747486,-73.80009,-1
40.8053,-73.955345,1
40.67277,-73.9628,2
40.845474,-73.82703,-1
40.579678,-73.949615,2
40.75102,-73.94367,3
40.6997,-73.94425,2
40.739788,-73.845375,3
40.671097,-73.731255,5
40.762074,-73.91869,3
40.756687,-73.91534,3
40.704056,-74.0116,1
40.778965,-73.90523,-1
40.762012,-73.97572,1
40.81224,-73.95344,1
40.752724,-73.996796,1
40.732613,-73.99828,1
40.682003,-73.95463,2
40.62016,-74.076965,-1
40.799385,-73.968414,1
40.690517,-73.84766,5
40.63769,-73.91318,2
40.8903,-73.89869,1
40.624092,-73.91877,2
40.723488,-73.99046,1
40.664207,-73.913246,2
40.636837,-74.156944,-1
40.74162,-73.99923,1
40.733707,-73.9882,1
40.845005,-73.90741,1
40.82115,-73.93792,1
40.753647,-73.81307,-1
40.74274,-73.89283,3
40.843212,-73.83894,1
40.75608,-73.94042,3
40.560863,-73.91406,-1
40.868214,-73.89682,1
40.761204,-73.75539,-1
40.806057,-73.91779,1
40.83266,-73.8595,1
40.751053,-73.750175,-1
40.838608,-73.94405,1
40.704773,-74.00975,1
40.66959,-73.9959,2
40.842793,-73.90369,1
40.667652,-73.88531,2
40.68442,-73.97839,2
40.58395,-73.93743,-1
40.70268,-73.94418,2
40.891678,-73.85083,1
40.669804,-73.88155,2
40.788555,-73.7787,-1
40.695183,-73.90095,2
40.822388,-73.934296,1
40.848392,-73.937675,1
40.82557,-73.931175,1
40.64803,-73.966675,2
40.61917,-74.03186,2
40.875256,-73.84342,1
40.72579,-73.79175,-1
40.62729,-73.94217,2
40.806866,-73.94337,1
40.729355,-73.73307,-1
40.82194,-73.93978,1
40.767372,-73.950066,1
40.848824,-73.86171,1
40.500896,-74.24411,-1
40.61779,-74.00941,-1
40.76547,-73.97005,1
40.750645,-73.94566,3
40.662228,-73.84063,-1
40.743366,-73.82765,-1
40.675003,-73.82435,5
40.83626,-73.84732,1
40.619892,-74.03135,2
40.693447,-73.917015,2
40.677006,-73.92297,2
40.715237,-74.01339,1
40.707733,-73.76961,5
40.74551,-73.95725,3
40.628464,-73.923065,2
40.52238,-74.216,-1
40.549477,-74.14933,-1
40.70174,-73.78218,5
40.590633,-73.788765,-1
40.775146,-73.84821,-1
40.60721,-73.82079,-1
40.55198,-74.15673,-1
40.844685,-73.9408,1
40.639896,-73.90652,2
40.845024,-73.92632,1
40.650425,-73.9611,2
40.76902,-73.98621,1
40.74021,-73.87409,3
40.759144,-73.831375,3
40.795494,-73.934235,1
40.764637,-73.93226,3
40.62452,-73.99749,2
40.597996,-73.94435,-1
40.883118,-73.82518,1
40.734375,-73.87342,3
40.63752,-73.973015,2
40.667355,-73.8937,2
40.703934,-73.959854,2
40.825287,-73.90493,1
40.74355,-73.958405,3
40.769085,-73.915184,3
40.765686,-73.82913,3
40.665527,-73.89619,2
40.68649,-73.85466,5
40.67004,-73.90829,2
40.676872,-73.94985,2
40.661255,-73.93986,2
40.824913,-73.8689,1
40.70795,-73.95424,2
40.795525,-73.97594,1
40.782627,-73.97499,1
40.837845,-73.86386,1
40.76178,-73.92226,3
40.72314,-73.906425,3
40.62042,-74.041245,-1
40.648777,-73.92039,2
40.74572,-73.86773,3
40.605095,-74.12902,-1
40.73232,-74.00167,1
40.609386,-74.00003,2
40.661884,-73.87802,2
40.804256,-73.968796,1
40.68145,-73.89048,2
40.744083,-73.98973,1
40.818348,-73.92951,1
40.726894,-73.898315,3
40.74822,-73.98892,1
40.88263,-73.839516,1
40.60375,-73.76746,-1
40.670593,-73.88697,2
40.809628,-73.94202,1
40.598114,-74.16249,-1
40.83715,-73.860664,1
40.88571,-73.8483,1
40.825157,-73.87011,1
40.810455,-73.937195,1
40.819485,-73.91054,1
40.61855,-73.9395,2
40.6707,-73.77366,5
40.66445,-73.83347,-1
40.640343,-73.97353,2
40.5917,-74.19066,-1
40.699177,-73.763565,-1
40.595444,-73.779045,-1
40.865467,-73.86541,1
40.737286,-73.95543,2
40.72894,-73.89053,3
40.54009,-74.14788,-1
40.753716,-73.996056,1
40.609627,-74.14955,-1
40.762352,-73.93818,3
40.8905,-73.831154,1
40.708004,-73.84458,-1
40.73325,-73.958145,2
40.770134,-73.9094,3
40.749294,-73.88517,3
40.797676,-73.93729,1
40.717472,-73.95862,2
40.760723,-73.866234,3
40.79611,-73.96145,1
40.86278,-73.906654,1
40.786808,-73.94524,1
40.759163,-73.988396,1
40.764275,-73.923294,3
40.85525,-73.91277,1
40.76791,-73.92542,3
40.671513,-73.880714,2
40.820015,-73.92885,1
40.75462,-73.82167,3
40.600536,-73.9409,-1
40.812103,-73.94976,1
40.676373,-73.85881,2
40.741447,-73.84603,3
40.6904,-73.92365,2
40.744755,-73.944954,3
40.667763,-73.739944,5
40.596317,-74.08037,-1
40.80872,-73.93032,1
40.78296,-73.80824,-1
40.576385,-73.96718,2
40.717426,-73.92184,2
40.63057,-74.13951,-1
40.843517,-73.82301,-1
40.77847,-73.77656,-1
40.604786,-74.08447,-1
40.854248,-73.89399,1
40.8297,-73.91932,1
40.771656,-73.83153,3
40.693314,-73.74009,-1
40.650826,-73.961945,2
40.830223,-73.834045,1
40.705715,-73.92689,2
40.831924,-73.85104,1
40.5955,-73.9519,2
40.537197,-74.22379,-1
40.63443,-73.91885,2
40.84953,-73.82934,-1
40.573784,-74.10643,-1
40.752026,-73.86909,3
40.758488,-73.91278,3
40.815964,-73.90779,1
40.76222,-73.97875,1
40.764416,-73.902916,3
40.736176,-74.00353,1
40.62332,-73.99713,2
40.87829,-73.87006,1
40.906963,-73.84983,1
40.74228,-73.85512,3
40.706436,-73.8771,-1
40.71241,-73.826454,5
40.573208,-73.99925,-1
40.729347,-73.94512,2
40.690693,-73.95728,2
40.734882,-73.95791,2
40.759933,-73.98639,1
40.687607,-73.99174,2
40.832916,-73.92939,1
40.82805,-73.86836,1
40.710747,-73.92661,2
40.6103,-73.959526,2
40.768806,-73.78383,-1
40.679607,-73.89809,2
40.600136,-74.113014,-1
40.835545,-73.94064,1
40.679756,-73.816956,5
40.719635,-73.994316,1
40.80806,-73.93042,1
40.771175,-73.92226,3
40.804512,-73.9457,1
40.868546,-73.88832,1
40.63581,-73.9393,2
40.645615,-74.02056,2
40.639378,-73.93586,2
40.681705,-74.00431,2
40.810093,-73.95309,1
40.661564,-73.73841,5
40.831287,-73.88173,1
40.828693,-73.87774,1
40.60434,-74.01811,-1
40.7266,-73.789116,-1
40.631004,-73.88774,2
40.763065,-73.776306,-1
40.669872,-73.74005,5
40.741642,-73.997444,1
40.75341,-73.905716,3
40.718117,-73.90905,2
40.635944,-73.95226,2
40.71131,-73.7394,-1
40.694725,-73.809204,5
40.63441,-73.969406,2
40.75651,-73.88554,3
40.562027,-74.11188,-1
40.843685,-73.89483,1
40.660397,-73.98038,-1
40.639763,-73.958015,2
40.703293,-73.806984,5
40.605396,-74.169815,-1
40.711452,-73.91987,2
40.811646,-73.91685,1
40.808407,-73.908844,1
40.716637,-73.99729,1
40.604515,-73.96948,2
40.69687,-73.96472,2
40.664127,-73.94409,2
40.834114,-73.86327,1
40.76113,-73.85851,3
40.586536,-73.93345,-1
40.68902,-73.98617,2
40.60147,-73.96756,2
40.88619,-73.857994,1
40.738403,-73.80272,-1
40.798862,-73.9501,1
40.63055,-73.9426,2
40.654636,-73.97856,2
40.856743,-73.89527,1
40.843224,-73.82663,-1
40.673065,-73.8815,2
40.789955,-73.946846,1
40.828598,-73.875374,1
40.628162,-73.94137,2
40.802315,-73.95041,1
40.66086,-73.997635,2
40.814438,-73.95598,1
40.5861,-73.97128,2
40.861115,-73.85491,-1
40.75882,-73.81121,-1
40.852425,-73.86873,1
40.81238,-73.92473,1
40.694107,-73.89737,2
40.733612,-73.999565,1
40.7438,-73.89322,3
40.72417,-74.004585,1
40.612747,-74.12712,-1
40.666218,-73.79535,5
40.668877,-73.83903,5
40.654453,-73.73678,-1
40.878937,-73.9167,-1
40.854126,-73.86774,1
40.712864,-73.781654,5
40.749535,-73.70493,-1
40.872723,-73.833725,-1
40.736553,-73.71194,-1
40.79428,-73.94902,1
40.85438,-73.86186,1
40.646152,-73.923004,2
40.65249,-73.95267,2
40.72059,-73.956894,2
40.814896,-73.93869,1
40.78781,-73.94174,1
40.813866,-73.82105,-1
40.889183,-73.88906,-1
40.66438,-73.90261,2
40.8649,-73.892586,1
40.803226,-73.90621,1
40.74507,-73.71569,-1
40.690926,-73.92066,2
40.820374,-73.818016,-1
40.660706,-73.88566,2
40.620934,-74.07135,-1
40.61572,-73.958664,2
40.67576,-73.81,5
40.634357,-74.01075,2
40.703163,-73.90828,2
40.835518,-73.86112,1
40.68199,-73.988205,2
40.707474,-73.95704,2
40.743782,-73.97352,1
40.796005,-73.93542,1
40.616447,-74.02924,2
40.703823,-73.8088,5
40.66457,-73.752754,5
40.840225,-73.91769,1
40.668293,-73.97924,2
40.74113,-73.90159,3
40.70674,-73.92032,2
40.675346,-73.92198,2
40.83284,-73.89831,1
40.662582,-73.896385,2
40.773132,-73.946106,1
40.81404,-73.9367,1
40.6873,-73.7331,-1
40.669636,-73.96195,2
40.669064,-73.86557,2
40.857327,-73.904526,1
40.75652,-73.821434,3
40.714066,-73.94938,2
40.847458,-73.944244,1
40.816307,-73.90806,1
40.62657,-74.01167,2
40.627674,-73.98901,2
40.67471,-73.83703,-1
40.54167,-74.20798,-1
40.56011,-74.16495,-1
40.761883,-73.89505,3
40.717186,-73.98986,1
40.664886,-73.84178,5
40.682213,-73.862564,2
40.699505,-73.88884,2
40.70395,-73.745316,-1
40.695557,-73.93457,2
40.83107,-73.90701,1
40.65627,-73.90342,2
40.75005,-73.88136,3
40.737568,-73.774284,-1
40.753944,-73.972145,1
40.539818,-74.21765,-1
40.78176,-73.944145,1
40.702797,-73.888756,2
40.731304,-73.925964,3
40.75224,-73.820854,3
40.669403,-73.922554,2
40.74947,-73.7564,-1
40.68874,-73.92873,2
40.67339,-73.87046,2
40.86531,-73.90139,1
40.830975,-73.85267,1
40.687103,-73.936455,2
40.7432,-73.71935,-1
40.76156,-73.974686,1
40.6934,-73.75602,-1
40.867554,-73.847206,1
40.74817,-73.983955,1
40.66798,-73.893845,2
40.767235,-73.979965,1
40.728443,-73.80813,-1
40.74165,-73.716576,-1
40.638813,-73.90818,2
40.793804,-73.94404,1
40.613987,-73.969696,2
40.77187,-73.91481,3
40.819176,-73.81685,-1
40.679367,-73.86823,2
40.76294,-73.918,3
40.62602,-74.084274,-1
40.750504,-73.94805,3
40.72488,-73.99908,1
40.668976,-73.90668,2
40.765087,-73.83704,3
40.778397,-73.98851,1
40.737427,-73.85319,3
40.71198,-73.99775,1
40.844845,-73.93519,1
40.586117,-73.93604,-1
40.7503,-73.80295,-1
40.866684,-73.8878,1
40.83393,-73.905426,1
40.65009,-73.97528,2
40.711334,-73.9339,2
40.8827,-73.89273,1
40.74318,-73.95644,3
40.8156,-73.9343,1
40.689056,-73.79595,5
40.638145,-73.95874,2
40.636253,-73.93746,2
40.694942,-73.81817,5
40.72014,-73.95846,2
40.652878,-73.87706,2
40.635174,-74.07835,-1
40.732086,-73.919044,3
40.64147,-73.94857,2
40.713646,-74.00361,1
40.694916,-73.861946,-1
40.74877,-73.98434,1
40.866325,-73.88837,1
40.70019,-73.90561,2
40.667946,-73.99073,2
40.839897,-73.88584,1
40.624123,-74.01063,2
40.710533,-73.92076,2
